dataset_name,file_path,crs,resolution_meters,extent,total_pixels,valid_pixels,coverage_percentage,num_bands,band_names,data_type,years_covered,category,file_size_mb
landcover_MODIS_landcover_SA_1km_2017,/Users/gianluca/Desktop/Master's Thesis/code/data/landcover/MODIS_landcover_SA_1km_2017.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,81196825,100.0,1,LC_Type1,int16,2017,landcover,3.77
landcover_MODIS_landcover_SA_1km_2018,/Users/gianluca/Desktop/Master's Thesis/code/data/landcover/MODIS_landcover_SA_1km_2018.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,81196825,100.0,1,LC_Type1,int16,2018,landcover,3.77
landcover_MODIS_landcover_SA_1km_2019,/Users/gianluca/Desktop/Master's Thesis/code/data/landcover/MODIS_landcover_SA_1km_2019.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,81196825,100.0,1,LC_Type1,int16,2019,landcover,3.77
landcover_MODIS_landcover_SA_1km_2020,/Users/gianluca/Desktop/Master's Thesis/code/data/landcover/MODIS_landcover_SA_1km_2020.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,81196825,100.0,1,LC_Type1,int16,2020,landcover,3.77
landcover_MODIS_landcover_SA_1km_2021,/Users/gianluca/Desktop/Master's Thesis/code/data/landcover/MODIS_landcover_SA_1km_2021.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,81196825,100.0,1,LC_Type1,int16,2021,landcover,3.77
landcover_MODIS_landcover_SA_1km_2022,/Users/gianluca/Desktop/Master's Thesis/code/data/landcover/MODIS_landcover_SA_1km_2022.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,81196825,100.0,1,LC_Type1,int16,2022,landcover,3.74
landcover_MODIS_landcover_SA_1km_2023,/Users/gianluca/Desktop/Master's Thesis/code/data/landcover/MODIS_landcover_SA_1km_2023.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,81196825,100.0,1,LC_Type1,int16,2023,landcover,3.75
landcover_MODIS_landcover_SA_1km_2024,/Users/gianluca/Desktop/Master's Thesis/code/data/landcover/MODIS_landcover_SA_1km_2024.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,81196825,100.0,1,LC_Type1,int16,2024,landcover,3.77
oil_gas_Oil_Gas_Infrastructure_SA_1km,/Users/gianluca/Desktop/Master's Thesis/code/data/oil_gas/Oil_Gas_Infrastructure_SA_1km.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,20729138,25.53,1,infrastructure_count,float32,N/A,oil_gas,2.34
old data_satellite_embeddings_1km_zurich,/Users/gianluca/Desktop/Master's Thesis/code/data/old data/satellite_embeddings_1km_zurich.tif,EPSG:3857,100.00x0.00,"(877500.0000, 5930100.0000, 1024600.0000, 6078100.0000)",2177080,1005137,46.17,64,A00; A01; A02; A03; A04; A05; A06; A07; A08; A09; A10; A11; A12; A13; A14; A15; A16; A17; A18; A19; A20; A21; A22; A23; A24; A25; A26; A27; A28; A29; A30; A31; A32; A33; A34; A35; A36; A37; A38; A39; A40; A41; A42; A43; A44; A45; A46; A47; A48; A49; A50; A51; A52; A53; A54; A55; A56; A57; A58; A59; A60; A61; A62; A63,float64,N/A,old data,826.2
old data_satellite_embeddings_v1_zurich,/Users/gianluca/Desktop/Master's Thesis/code/data/old data/satellite_embeddings_v1_zurich.tif,EPSG:32632,10.00x0.00,"(460390.0000, 5252190.0000, 470420.0000, 5242120.0000)",1010021,925444,91.63,64,A00; A01; A02; A03; A04; A05; A06; A07; A08; A09; A10; A11; A12; A13; A14; A15; A16; A17; A18; A19; A20; A21; A22; A23; A24; A25; A26; A27; A28; A29; A30; A31; A32; A33; A34; A35; A36; A37; A38; A39; A40; A41; A42; A43; A44; A45; A46; A47; A48; A49; A50; A51; A52; A53; A54; A55; A56; A57; A58; A59; A60; A61; A62; A63,float64,N/A,old data,164.55
old data_satellite_embeddings_v1_zurich_1km,/Users/gianluca/Desktop/Master's Thesis/code/data/old data/satellite_embeddings_v1_zurich_1km.tif,EPSG:3857,1000.00x0.00,"(943000.0000, 5996000.0000, 959000.0000, 6012000.0000)",256,240,93.75,64,A00; A01; A02; A03; A04; A05; A06; A07; A08; A09; A10; A11; A12; A13; A14; A15; A16; A17; A18; A19; A20; A21; A22; A23; A24; A25; A26; A27; A28; A29; A30; A31; A32; A33; A34; A35; A36; A37; A38; A39; A40; A41; A42; A43; A44; A45; A46; A47; A48; A49; A50; A51; A52; A53; A54; A55; A56; A57; A58; A59; A60; A61; A62; A63,float64,N/A,old data,0.19
old data_south_america_2012_complete_stack,/Users/gianluca/Desktop/Master's Thesis/code/data/old data/south_america_2012_complete_stack.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,20683599,25.47,8,population; protected_areas; night_lights; climate_stabilization; high_biodiversity; intact_wilderness; wildlife_corridors; terrestrial_ecoregions,float32,2012,old data,132.69
old data_south_america_2017_complete_stack,/Users/gianluca/Desktop/Master's Thesis/code/data/old data/south_america_2017_complete_stack.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,20683599,25.47,8,population; protected_areas; night_lights; climate_stabilization; high_biodiversity; intact_wilderness; wildlife_corridors; terrestrial_ecoregions,float32,2017,old data,127.22
old data_south_america_2022_complete_stack,/Users/gianluca/Desktop/Master's Thesis/code/data/old data/south_america_2022_complete_stack.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,20683599,25.47,8,population; protected_areas; night_lights; climate_stabilization; high_biodiversity; intact_wilderness; wildlife_corridors; terrestrial_ecoregions,float32,2022,old data,126.53
old_climate_stabilization_area_mask_1km,/Users/gianluca/Desktop/Master's Thesis/code/data/output_masks/old/climate_stabilization_area_mask_1km.tif,EPSG:4326,0.01x0.00,"(-109.4597, -55.9201, -28.8359, 13.3939)",69251100,69251100,100.0,1,,uint8,N/A,output_masks,0.38
old_climate_stabilization_mask_1km,/Users/gianluca/Desktop/Master's Thesis/code/data/output_masks/old/climate_stabilization_mask_1km.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,81196825,100.0,1,,float32,N/A,output_masks,1.33
old_high_biodiversity_mask_1km,/Users/gianluca/Desktop/Master's Thesis/code/data/output_masks/old/high_biodiversity_mask_1km.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,81196825,100.0,1,,float32,N/A,output_masks,1.77
old_intact_wilderness_areas_mask_1km,/Users/gianluca/Desktop/Master's Thesis/code/data/output_masks/old/intact_wilderness_areas_mask_1km.tif,EPSG:4326,0.01x0.00,"(-109.4597, -55.9201, -28.8359, 13.3939)",69251100,69251100,100.0,1,,uint8,N/A,output_masks,0.49
old_intact_wilderness_mask_1km,/Users/gianluca/Desktop/Master's Thesis/code/data/output_masks/old/intact_wilderness_mask_1km.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,81196825,100.0,1,,float32,N/A,output_masks,1.55
old_potential_wildlife_corridors_mask_1km,/Users/gianluca/Desktop/Master's Thesis/code/data/output_masks/old/potential_wildlife_corridors_mask_1km.tif,EPSG:4326,0.01x0.00,"(-109.4597, -55.9201, -28.8359, 13.3939)",69251100,69251100,100.0,1,,uint8,N/A,output_masks,0.54
old_terrestrial_ecoregions_mask_1km,/Users/gianluca/Desktop/Master's Thesis/code/data/output_masks/old/terrestrial_ecoregions_mask_1km.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,81196825,100.0,1,,float32,N/A,output_masks,2.27
old_wildlife_corridors_mask_1km,/Users/gianluca/Desktop/Master's Thesis/code/data/output_masks/old/wildlife_corridors_mask_1km.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,81196825,100.0,1,,float32,N/A,output_masks,1.59
output_masks_gsn_climate_stabilisation_areas_mask_1km,/Users/gianluca/Desktop/Master's Thesis/code/data/output_masks/gsn_climate_stabilisation_areas_mask_1km.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,81196825,100.0,1,,uint8,N/A,output_masks,0.23
output_masks_gsn_high_biodiversity_areas_mask_1km,/Users/gianluca/Desktop/Master's Thesis/code/data/output_masks/gsn_high_biodiversity_areas_mask_1km.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,81196825,100.0,1,,uint8,N/A,output_masks,0.67
output_masks_gsn_intact_wilderness_areas_mask_1km,/Users/gianluca/Desktop/Master's Thesis/code/data/output_masks/gsn_intact_wilderness_areas_mask_1km.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,81196825,100.0,1,,uint8,N/A,output_masks,0.41
output_masks_gsn_potential_wildlife_corridors_mask_1km,/Users/gianluca/Desktop/Master's Thesis/code/data/output_masks/gsn_potential_wildlife_corridors_mask_1km.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,81196825,100.0,1,,uint8,N/A,output_masks,0.46
output_masks_gsn_terrestrial_ecoregions_mask_1km,/Users/gianluca/Desktop/Master's Thesis/code/data/output_masks/gsn_terrestrial_ecoregions_mask_1km.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,81196825,100.0,1,,uint8,N/A,output_masks,0.63
powerplants_GPPD_powerplants_SA_1km,/Users/gianluca/Desktop/Master's Thesis/code/data/powerplants/GPPD_powerplants_SA_1km.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,20729138,25.53,1,powerplant_count,float32,N/A,powerplants,2.16
powerplants_GPPD_powerplants_with_fuel_SA_1km,/Users/gianluca/Desktop/Master's Thesis/code/data/powerplants/GPPD_powerplants_with_fuel_SA_1km.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,20729138,25.53,2,powerplant_count; fuel_type,float32,N/A,powerplants,3.13
road_infrastructure_roads_sa_1km,/Users/gianluca/Desktop/Master's Thesis/code/data/road_infrastructure/roads_sa_1km.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,81196825,100.0,1,,uint8,N/A,road_infrastructure,2.92
wildfire_Burned_Area_SA_1km_2000,/Users/gianluca/Desktop/Master's Thesis/code/data/wildfire/Burned_Area_SA_1km_2000.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,20729138,25.53,2,burned_area_2000_burn_date; burned_area_2000_burned_mask,float32,2000,wildfire,3.3
wildfire_Burned_Area_SA_1km_2001,/Users/gianluca/Desktop/Master's Thesis/code/data/wildfire/Burned_Area_SA_1km_2001.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,20729138,25.53,2,burned_area_2001_burn_date; burned_area_2001_burned_mask,float32,2001,wildfire,4.48
wildfire_Burned_Area_SA_1km_2002,/Users/gianluca/Desktop/Master's Thesis/code/data/wildfire/Burned_Area_SA_1km_2002.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,20729138,25.53,2,burned_area_2002_burn_date; burned_area_2002_burned_mask,float32,2002,wildfire,5.01
wildfire_Burned_Area_SA_1km_2003,/Users/gianluca/Desktop/Master's Thesis/code/data/wildfire/Burned_Area_SA_1km_2003.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,20729138,25.53,2,burned_area_2003_burn_date; burned_area_2003_burned_mask,float32,2003,wildfire,5.03
wildfire_Burned_Area_SA_1km_2004,/Users/gianluca/Desktop/Master's Thesis/code/data/wildfire/Burned_Area_SA_1km_2004.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,20729138,25.53,2,burned_area_2004_burn_date; burned_area_2004_burned_mask,float32,2004,wildfire,5.06
wildfire_Burned_Area_SA_1km_2005,/Users/gianluca/Desktop/Master's Thesis/code/data/wildfire/Burned_Area_SA_1km_2005.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,20729138,25.53,2,burned_area_2005_burn_date; burned_area_2005_burned_mask,float32,2005,wildfire,5.06
wildfire_Burned_Area_SA_1km_2006,/Users/gianluca/Desktop/Master's Thesis/code/data/wildfire/Burned_Area_SA_1km_2006.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,20729138,25.53,2,burned_area_2006_burn_date; burned_area_2006_burned_mask,float32,2006,wildfire,4.64
wildfire_Burned_Area_SA_1km_2007,/Users/gianluca/Desktop/Master's Thesis/code/data/wildfire/Burned_Area_SA_1km_2007.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,20729138,25.53,2,burned_area_2007_burn_date; burned_area_2007_burned_mask,float32,2007,wildfire,5.44
wildfire_Burned_Area_SA_1km_2008,/Users/gianluca/Desktop/Master's Thesis/code/data/wildfire/Burned_Area_SA_1km_2008.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,20729138,25.53,2,burned_area_2008_burn_date; burned_area_2008_burned_mask,float32,2008,wildfire,4.74
wildfire_Burned_Area_SA_1km_2009,/Users/gianluca/Desktop/Master's Thesis/code/data/wildfire/Burned_Area_SA_1km_2009.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,20729138,25.53,2,burned_area_2009_burn_date; burned_area_2009_burned_mask,float32,2009,wildfire,4.36
wildfire_Burned_Area_SA_1km_2010,/Users/gianluca/Desktop/Master's Thesis/code/data/wildfire/Burned_Area_SA_1km_2010.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,20729138,25.53,2,burned_area_2010_burn_date; burned_area_2010_burned_mask,float32,2010,wildfire,5.31
wildfire_Burned_Area_SA_1km_2011,/Users/gianluca/Desktop/Master's Thesis/code/data/wildfire/Burned_Area_SA_1km_2011.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,20729138,25.53,2,burned_area_2011_burn_date; burned_area_2011_burned_mask,float32,2011,wildfire,4.49
wildfire_Burned_Area_SA_1km_2012,/Users/gianluca/Desktop/Master's Thesis/code/data/wildfire/Burned_Area_SA_1km_2012.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,20729138,25.53,2,burned_area_2012_burn_date; burned_area_2012_burned_mask,float32,2012,wildfire,4.72
wildfire_Burned_Area_SA_1km_2013,/Users/gianluca/Desktop/Master's Thesis/code/data/wildfire/Burned_Area_SA_1km_2013.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,20729138,25.53,2,burned_area_2013_burn_date; burned_area_2013_burned_mask,float32,2013,wildfire,4.31
wildfire_Burned_Area_SA_1km_2014,/Users/gianluca/Desktop/Master's Thesis/code/data/wildfire/Burned_Area_SA_1km_2014.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,20729138,25.53,2,burned_area_2014_burn_date; burned_area_2014_burned_mask,float32,2014,wildfire,4.45
wildfire_Burned_Area_SA_1km_2015,/Users/gianluca/Desktop/Master's Thesis/code/data/wildfire/Burned_Area_SA_1km_2015.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,20729138,25.53,2,burned_area_2015_burn_date; burned_area_2015_burned_mask,float32,2015,wildfire,4.65
wildfire_Burned_Area_SA_1km_2016,/Users/gianluca/Desktop/Master's Thesis/code/data/wildfire/Burned_Area_SA_1km_2016.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,20729138,25.53,2,burned_area_2016_burn_date; burned_area_2016_burned_mask,float32,2016,wildfire,4.62
wildfire_Burned_Area_SA_1km_2017,/Users/gianluca/Desktop/Master's Thesis/code/data/wildfire/Burned_Area_SA_1km_2017.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,20729138,25.53,2,burned_area_2017_burn_date; burned_area_2017_burned_mask,float32,2017,wildfire,4.74
wildfire_Burned_Area_SA_1km_2018,/Users/gianluca/Desktop/Master's Thesis/code/data/wildfire/Burned_Area_SA_1km_2018.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,20729138,25.53,2,burned_area_2018_burn_date; burned_area_2018_burned_mask,float32,2018,wildfire,4.33
wildfire_Burned_Area_SA_1km_2019,/Users/gianluca/Desktop/Master's Thesis/code/data/wildfire/Burned_Area_SA_1km_2019.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,20729138,25.53,2,burned_area_2019_burn_date; burned_area_2019_burned_mask,float32,2019,wildfire,4.76
wildfire_Burned_Area_SA_1km_2020,/Users/gianluca/Desktop/Master's Thesis/code/data/wildfire/Burned_Area_SA_1km_2020.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,20729138,25.53,2,burned_area_2020_burn_date; burned_area_2020_burned_mask,float32,2020,wildfire,5.07
wildfire_Burned_Area_SA_1km_2021,/Users/gianluca/Desktop/Master's Thesis/code/data/wildfire/Burned_Area_SA_1km_2021.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,20729138,25.53,2,burned_area_2021_burn_date; burned_area_2021_burned_mask,float32,2021,wildfire,4.51
wildfire_Burned_Area_SA_1km_2022,/Users/gianluca/Desktop/Master's Thesis/code/data/wildfire/Burned_Area_SA_1km_2022.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,20729138,25.53,2,burned_area_2022_burn_date; burned_area_2022_burned_mask,float32,2022,wildfire,4.6
wildfire_Burned_Area_SA_1km_2023,/Users/gianluca/Desktop/Master's Thesis/code/data/wildfire/Burned_Area_SA_1km_2023.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,20729138,25.53,2,burned_area_2023_burn_date; burned_area_2023_burned_mask,float32,2023,wildfire,4.49
wildfire_Burned_Area_SA_1km_2024,/Users/gianluca/Desktop/Master's Thesis/code/data/wildfire/Burned_Area_SA_1km_2024.tif,EPSG:3857,1000.00x0.00,"(-12185000.0000, -7542000.0000, -3210000.0000, 1505000.0000)",81196825,20729138,25.53,2,burned_area_2024_burn_date; burned_area_2024_burned_mask,float32,2024,wildfire,5.01
